num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,0,1,246,149,3,0,0,0,8.83,0
1,0,1,359,20,2,0,0,1,8.83,0
1,0,1,318,23,7,0,0,0,8.83,0
1,0,1,26,39,5,1,0,1,8.83,0
2,0,1,95,86,1,1,1,1,8.83,0
3,0,1,57,30,1,1,0,1,8.83,0
1,0,1,70,22,7,1,0,1,8.83,0
2,0,1,156,63,5,0,0,0,8.83,0
2,0,1,67,25,5,1,0,0,8.83,0
2,0,1,146,22,5,0,1,0,8.83,0
1,1,1,336,17,6,0,0,0,8.83,0
1,0,1,26,31,7,1,0,1,8.83,0
1,0,1,162,22,4,1,0,0,8.83,0
2,0,1,207,27,2,1,0,1,8.83,0
6,0,1,219,17,4,1,1,1,8.83,1
2,0,1,9,20,7,1,0,1,8.83,0
1,0,1,82,17,7,0,0,1,8.83,0
1,0,1,60,20,3,1,0,0,8.83,0
1,0,1,66,22,4,1,0,0,8.83,0
1,0,1,258,23,6,1,0,0,8.83,0
3,0,1,168,21,2,1,0,0,8.83,1
2,0,1,403,31,5,0,0,1,8.83,0
3,0,1,320,29,3,1,0,1,8.83,1
1,0,1,212,78,5,1,0,1,8.83,0
1,0,1,75,44,3,1,0,1,8.83,0
1,0,1,107,49,2,1,0,0,8.83,0
4,0,1,70,89,6,1,0,0,8.83,0
1,1,1,20,17,2,1,1,0,8.83,0
1,0,1,292,20,7,1,0,0,8.83,1
1,0,1,194,37,2,1,1,1,8.83,1
1,0,1,40,35,2,1,0,1,8.83,1
3,0,1,46,88,3,0,0,0,8.83,0
1,0,1,146,21,7,1,0,0,8.83,0
1,0,1,24,18,7,0,0,0,8.83,0
2,0,1,204,20,5,0,0,0,8.83,0
1,0,1,82,23,3,0,0,1,8.83,0
1,0,1,20,72,6,1,0,1,8.83,0
1,0,1,40,77,3,0,0,0,8.83,0
4,0,1,5,31,3,1,0,0,8.83,0
1,0,1,98,29,4,0,0,0,8.83,0
1,0,1,14,18,3,1,0,0,8.83,0
1,0,1,229,177,4,0,0,0,8.83,0
1,0,1,36,165,1,0,0,0,8.83,0
2,1,1,164,37,5,1,0,1,8.83,0
2,0,1,27,45,1,1,0,0,8.83,0
1,0,1,21,32,4,1,0,1,8.83,0
1,0,1,73,39,6,1,1,0,8.83,0
2,0,1,177,89,7,1,0,1,8.83,0
1,0,2,29,1,7,1,0,0,8.83,0
4,0,1,295,18,1,0,0,1,8.83,0
1,0,1,28,37,2,1,1,1,8.83,0
3,0,1,192,22,1,0,0,0,8.83,0
2,1,1,144,41,7,1,0,1,8.83,0
1,0,1,22,20,4,1,1,1,8.83,0
2,0,1,93,19,3,0,0,1,8.83,0
1,0,1,25,28,1,1,1,1,8.83,1
1,0,1,70,183,3,1,0,0,8.83,1
1,0,1,89,28,5,1,0,1,8.83,0
1,0,1,33,17,1,0,0,0,8.83,0
1,1,1,116,25,1,0,0,0,8.83,0
1,0,1,348,36,3,0,0,0,8.83,0
1,0,1,243,162,1,1,0,1,8.83,0
1,0,1,204,21,4,0,0,0,8.83,0
1,0,1,225,28,1,0,0,0,8.83,0
6,0,1,39,21,2,1,0,0,8.83,1
3,0,1,145,34,5,1,0,1,8.83,0
2,0,1,151,28,4,0,0,0,8.83,0
1,1,1,38,71,4,1,0,0,8.83,0
1,0,1,36,29,6,0,0,0,8.83,0
1,0,1,68,19,2,1,0,0,8.83,0
1,0,1,215,91,7,1,0,1,8.83,0
1,0,1,45,36,5,0,0,0,8.83,0
3,0,1,206,28,1,1,1,0,8.83,0
1,0,1,27,28,4,1,1,1,8.83,1
1,0,1,37,25,2,1,0,0,8.83,0
6,0,1,277,22,4,1,0,0,8.83,0
1,0,1,144,30,6,1,0,0,8.83,0
1,0,1,79,32,5,1,0,0,8.83,0
1,0,1,79,90,3,1,0,1,8.83,1
2,0,1,86,18,4,1,1,1,8.83,1
3,0,1,163,21,6,0,0,0,8.83,0
2,1,1,9,26,5,1,0,0,8.83,0
1,0,1,97,80,6,1,0,1,8.83,0
2,0,1,28,22,3,1,0,0,8.83,0
3,0,1,17,109,2,1,1,1,8.83,0
2,0,1,102,37,3,1,0,1,8.83,0
2,0,1,121,27,3,1,1,1,8.83,0
2,0,1,316,35,6,0,0,0,8.83,0
1,1,1,2,21,5,0,0,0,8.83,0
1,1,1,23,78,7,1,0,1,8.83,0
2,0,1,188,27,3,1,0,1,8.83,1
2,0,1,199,35,7,0,0,0,8.83,0
1,0,1,75,30,3,1,1,0,8.83,1
1,0,1,242,22,7,1,0,0,8.83,0
1,0,1,97,54,6,0,0,1,8.83,0
1,0,1,11,22,2,1,0,0,8.83,0
3,0,1,363,17,7,1,0,0,8.83,0
1,0,1,266,79,7,1,1,0,8.83,0
1,0,1,237,49,7,1,1,1,8.83,1
1,0,1,116,22,2,1,0,1,8.83,0
2,0,1,49,52,7,1,0,0,8.83,0
1,1,1,377,35,7,1,0,0,8.83,1
1,0,1,1,39,5,1,0,1,8.83,0
1,0,1,337,41,6,0,1,1,8.83,0
1,0,1,63,19,1,1,0,0,8.83,1
2,0,1,292,89,1,1,0,1,8.83,0
3,0,1,233,29,3,1,1,0,8.83,0
1,0,1,60,17,2,0,0,0,8.83,1
1,0,1,105,21,2,1,0,1,8.83,0
1,0,1,16,18,6,0,0,0,8.83,0
2,0,1,114,18,3,1,1,1,8.83,1
2,0,1,282,18,3,1,1,1,8.83,1
1,0,1,2,27,5,1,1,0,8.83,0
1,0,1,153,24,6,0,0,1,8.83,0
1,0,1,73,87,6,1,0,0,8.83,0
1,0,1,317,30,3,1,0,1,8.83,0
1,0,1,83,140,7,0,0,0,8.83,0
1,0,1,76,85,7,0,0,0,8.83,1
2,0,1,345,20,5,0,0,0,8.83,0
2,0,1,218,38,3,1,0,1,8.83,0
1,0,1,138,31,3,0,0,0,8.83,0
1,0,1,32,42,4,1,0,0,8.83,0
2,0,1,380,19,1,1,1,1,8.83,0
1,0,1,108,17,7,0,0,0,8.83,0
5,0,1,112,31,4,1,0,0,8.83,0
3,0,1,163,28,4,1,1,1,8.83,0
1,0,1,290,42,6,1,0,0,8.83,0
1,0,1,263,58,7,0,1,0,8.83,0
1,1,1,22,17,7,1,0,0,8.83,0
2,0,1,386,25,1,1,1,1,8.83,1
1,0,1,330,21,7,1,0,1,8.83,0
4,0,1,31,29,1,1,1,1,8.83,0
1,0,1,352,22,7,1,1,1,8.83,1
1,0,1,34,42,1,1,0,0,8.83,0
3,0,1,52,21,4,1,1,1,8.83,0
2,0,1,394,18,6,1,0,0,8.83,0
1,1,1,98,107,2,1,0,0,8.83,0
1,0,1,113,18,2,1,0,1,8.83,0
1,0,1,8,17,3,1,1,1,8.83,1
2,0,1,40,86,2,0,0,0,8.83,0
1,0,1,105,17,3,1,0,1,8.83,1
1,0,1,32,25,1,0,0,0,8.83,0
1,1,1,30,44,6,1,1,0,8.83,1
1,0,1,90,24,4,1,1,1,8.83,0
2,0,1,44,64,6,1,0,0,8.83,0
4,0,1,292,22,6,1,0,1,8.83,0
2,0,1,71,32,1,1,0,0,8.83,0
4,0,1,153,25,4,1,0,1,8.83,0
2,0,1,170,23,6,1,1,1,8.83,0
2,1,1,118,17,5,0,0,0,8.83,1
2,1,1,183,24,6,1,0,0,8.83,0
1,0,1,74,42,3,1,0,0,8.83,0
2,0,1,65,88,1,1,0,1,8.83,0
2,0,1,8,28,7,0,0,0,8.83,0
2,0,1,55,78,4,1,0,1,8.83,0
1,0,1,98,20,3,1,0,0,8.83,0
1,0,1,233,29,7,1,1,1,8.83,0
2,0,1,57,62,7,0,0,0,8.83,0
2,0,1,380,19,1,1,1,0,8.83,0
2,1,1,209,27,5,1,1,0,8.83,0
2,0,1,276,20,4,0,0,0,8.83,0
1,0,1,175,22,6,1,0,1,8.83,0
2,0,1,63,66,3,1,0,1,8.83,0
3,0,1,68,18,4,1,0,0,8.83,0
1,0,1,86,20,4,1,0,1,8.83,0
4,0,1,106,20,4,1,1,1,8.83,1
2,0,1,235,19,1,0,0,0,8.83,1
1,1,1,226,33,2,1,0,0,8.83,1
1,0,1,232,20,4,0,0,0,8.83,0
1,0,1,280,80,1,1,0,0,8.83,0
2,0,1,186,21,1,1,0,1,8.83,1
1,0,1,66,34,6,1,0,1,8.83,0
2,0,1,50,19,7,0,0,1,8.83,0
2,0,1,389,17,5,0,0,0,8.83,1
1,0,1,302,56,2,1,0,1,8.83,0
1,0,1,8,30,4,0,0,0,8.83,0
1,0,1,108,24,2,0,0,0,8.83,0
2,0,1,142,29,3,1,1,1,8.83,0
1,0,1,116,27,7,1,0,0,8.83,1
3,0,1,170,23,7,1,0,0,8.83,0
1,0,1,178,24,1,1,1,1,8.83,0
4,0,1,316,17,4,1,0,0,8.83,1
2,0,1,171,28,1,1,0,0,8.83,0
2,0,1,372,24,7,1,0,1,8.83,0
1,1,1,45,63,5,1,0,1,8.83,0
2,0,1,215,19,7,1,0,1,8.83,0
1,0,1,131,184,3,0,0,1,8.83,0
2,0,1,23,29,4,1,1,1,8.83,0
5,0,1,393,17,7,1,0,1,8.83,1
1,0,1,16,30,6,1,0,1,8.83,0
1,0,1,107,23,7,1,0,1,8.83,1
1,0,1,19,76,1,1,1,1,8.83,0
1,1,1,133,44,3,0,0,0,8.83,0
1,0,1,119,21,3,1,0,1,8.83,0
1,0,1,228,31,7,1,1,1,8.83,0
1,0,1,330,18,4,1,0,1,8.83,1
1,0,1,18,50,6,1,0,1,8.83,0
1,0,1,48,22,2,1,0,0,8.83,0
1,0,1,122,18,2,1,0,1,8.83,1
1,0,1,20,77,5,1,1,1,8.83,0
5,0,1,40,36,1,1,1,1,8.83,0
2,0,1,124,19,5,1,0,1,8.83,0
4,0,1,98,17,3,1,1,1,8.83,1
2,0,1,160,22,4,1,0,1,8.83,0
2,0,1,126,21,3,1,0,0,8.83,0
1,0,1,208,22,4,1,0,1,8.83,0
2,0,1,55,152,3,0,0,0,8.83,0
2,0,1,40,53,3,1,1,1,8.83,0
1,0,1,76,17,4,1,0,1,8.83,1
1,0,1,5,291,5,1,0,1,8.83,0
1,0,1,11,60,3,1,1,1,8.83,0
3,0,1,205,30,7,1,1,1,8.83,0
1,0,1,126,82,2,1,0,0,8.83,0
1,0,1,119,24,5,0,0,0,8.83,0
2,0,1,255,17,5,0,0,0,8.83,0
1,0,1,143,63,4,1,0,0,8.83,0
2,1,1,18,329,7,0,0,0,8.83,0
2,0,1,262,25,3,1,0,1,8.83,0
2,0,1,291,23,7,1,0,0,8.83,0
1,0,1,168,28,6,0,0,0,8.83,0
1,0,1,368,17,7,0,1,1,8.83,1
1,0,1,153,30,7,0,0,1,8.83,0
2,0,1,38,26,1,1,1,0,8.83,1
1,0,1,47,17,6,1,0,0,8.83,1
2,0,1,100,20,1,1,0,1,8.83,0
1,0,1,83,110,5,1,0,1,8.83,0
1,0,1,242,23,6,0,0,0,8.83,0
2,0,1,169,19,4,1,1,0,8.83,0
1,0,1,236,21,5,1,0,1,8.83,0
1,0,1,62,30,4,1,0,1,8.83,0
2,0,1,346,17,7,0,0,0,8.83,0
1,0,1,210,38,1,1,1,1,8.83,0
1,0,1,14,33,1,1,1,1,8.83,0
4,0,1,258,38,2,1,0,1,8.83,0
1,1,1,48,21,2,1,0,1,8.83,0
2,0,1,196,23,4,0,0,0,8.83,0
2,0,1,78,36,7,0,0,1,8.83,0
1,0,1,23,33,2,1,0,1,8.83,0
4,0,1,281,17,3,1,0,1,8.83,0
1,0,1,229,17,6,0,0,0,8.83,0
1,0,1,88,18,4,1,0,1,8.83,0
1,0,1,192,17,1,1,0,1,8.83,0
2,0,1,172,23,7,0,0,0,8.83,1
1,0,1,30,63,7,1,1,1,8.83,1
1,0,1,154,24,2,1,1,0,8.83,0
1,0,1,12,35,5,1,0,1,8.83,0
1,0,1,35,22,5,1,0,0,8.83,0
1,0,1,201,75,5,0,0,0,8.83,0
5,0,1,373,19,2,0,1,0,8.83,0
2,1,1,212,86,2,1,1,0,8.83,0
1,0,1,32,18,6,0,0,1,8.83,0
2,0,1,90,28,3,1,1,1,8.83,0
1,0,1,60,26,5,0,0,0,8.83,0
1,0,1,28,30,5,1,1,0,8.83,0
1,0,1,68,28,4,0,0,0,8.83,1
1,0,1,238,130,6,0,0,1,8.83,0
2,0,1,78,142,7,1,0,0,8.83,0
2,0,1,259,25,3,0,0,0,8.83,0
2,0,1,84,17,2,1,0,0,8.83,0
3,0,1,641,46,7,1,0,1,8.83,1
1,0,1,63,278,3,0,0,0,8.83,0
2,0,1,179,47,6,1,0,1,8.83,0
1,0,1,19,42,5,1,0,0,8.83,0
3,0,1,106,32,2,0,0,0,8.83,1
1,0,1,73,20,3,1,0,0,8.83,0
1,0,1,11,92,3,0,0,0,8.83,0
1,0,1,116,63,3,1,0,0,8.83,0
2,0,1,74,29,5,1,1,1,8.83,0
1,0,1,73,39,6,1,1,0,8.83,0
1,1,1,61,31,5,1,0,1,8.83,0
1,0,1,8,20,5,1,0,0,8.83,0
3,0,1,233,21,6,1,0,0,8.83,0
1,0,1,20,17,4,1,0,0,8.83,0
2,0,1,256,43,1,0,0,0,8.83,1
1,0,1,27,29,1,1,1,1,8.83,0
2,0,1,102,175,6,1,0,1,8.83,0
1,0,1,212,19,4,1,0,1,8.83,0
2,0,1,87,17,2,0,0,0,8.83,0
1,1,1,180,56,1,1,0,1,8.83,0
1,0,1,64,17,4,1,1,0,8.83,1
1,0,1,165,87,6,0,1,0,8.83,0
2,0,1,82,73,6,0,0,0,8.83,0
1,0,1,4,85,2,1,1,1,8.83,0
2,0,1,110,29,3,1,0,1,8.83,0
4,0,1,232,19,2,0,0,0,8.83,0
1,0,1,4,19,6,1,0,1,8.83,1
1,1,1,139,22,7,1,0,1,8.83,0
1,1,1,27,90,6,1,0,0,8.83,0
2,0,1,292,89,1,1,0,1,8.83,0
2,0,1,166,21,5,1,0,1,8.83,0
4,0,1,423,22,7,1,0,0,8.83,0
2,0,1,310,22,7,0,0,0,8.83,0
1,0,1,276,33,1,1,0,1,8.83,0
2,0,1,15,40,4,1,0,1,8.83,0
8,0,1,110,17,7,1,1,0,8.83,1
1,0,1,181,18,7,0,0,1,8.83,0
1,1,1,67,17,1,1,0,1,8.83,1
1,0,1,38,32,7,1,0,1,8.83,0
2,0,1,294,22,1,1,0,1,8.83,0
1,0,1,115,36,3,1,0,1,8.83,1
1,0,1,255,17,6,1,0,1,8.83,0
1,0,1,188,19,7,0,0,0,8.83,0
1,0,1,165,17,3,1,0,1,8.83,0
1,1,1,150,22,2,1,0,1,8.83,0
1,0,1,48,17,6,1,0,0,8.83,1
1,0,1,15,62,7,1,0,1,8.83,0
1,0,1,109,20,2,1,0,1,8.83,0
3,1,1,412,21,7,1,0,1,8.83,0
1,0,1,274,29,4,0,0,0,8.83,0
1,0,1,37,18,1,1,0,0,8.83,0
1,0,1,62,17,1,1,0,1,8.83,0
1,0,1,158,35,2,1,0,1,8.83,0
1,0,1,31,22,5,1,0,1,8.83,1
1,0,1,269,49,1,0,0,1,8.83,0
1,0,1,388,22,1,0,0,0,8.83,0
5,0,1,231,17,2,1,0,0,8.83,0
2,0,1,90,20,5,1,1,1,8.83,0
4,0,1,335,49,3,0,0,0,8.83,0
2,0,1,322,17,6,0,0,0,8.83,0
2,0,1,288,56,1,1,1,1,8.83,1
2,0,1,238,17,6,1,0,1,8.83,0
1,0,1,55,21,1,1,0,0,8.83,1
2,0,1,203,36,2,1,0,0,8.83,0
2,0,1,146,38,1,1,1,0,8.83,0
1,0,1,123,30,1,1,1,0,8.83,0
1,0,1,22,23,4,0,0,1,8.83,0
1,0,1,21,42,6,1,0,0,8.83,0
1,1,1,33,47,7,1,0,0,8.83,0
2,0,1,179,21,2,1,0,0,8.83,1
2,1,1,124,17,7,0,0,0,8.83,0
2,0,1,162,18,2,1,0,0,8.83,0
1,0,1,12,28,3,1,0,0,8.83,1
2,0,1,294,40,6,1,0,1,8.83,0
1,0,1,116,86,3,1,0,0,8.83,0
2,0,1,71,19,4,1,1,0,8.83,0
2,0,1,30,22,3,0,0,0,8.83,0
2,0,1,120,19,6,0,0,0,8.83,0
2,0,1,305,30,5,1,1,1,8.83,0
1,0,1,322,106,3,0,0,0,8.83,0
1,0,1,198,32,2,1,0,1,8.83,0
2,0,1,172,64,5,1,0,0,8.83,0
1,0,1,26,90,7,1,0,0,8.83,1
4,0,1,417,17,7,1,1,0,8.83,0
1,0,1,71,130,6,1,0,0,8.83,0
3,0,1,97,32,7,1,0,1,8.83,0
1,0,1,406,37,7,1,0,0,8.83,0
1,0,1,21,1,5,0,0,0,8.83,0
3,0,1,180,71,6,1,1,1,8.83,0
1,0,1,29,304,7,1,0,0,8.83,0
2,1,1,35,31,2,0,0,0,8.83,0
1,0,1,24,90,7,1,0,0,8.83,0
1,0,1,278,24,3,1,0,0,8.83,0
2,0,1,333,17,1,1,1,0,8.83,0
1,0,1,53,28,1,1,0,0,8.83,0
2,0,1,412,17,2,1,1,0,8.83,0
1,0,1,85,20,1,1,0,0,8.83,0
2,0,1,110,23,1,1,0,0,8.83,0
1,0,1,320,22,7,0,0,0,8.83,0
1,0,1,141,25,2,1,1,0,8.83,0
2,0,1,270,42,5,1,0,1,8.83,1
1,0,1,76,17,7,0,0,0,8.83,1
2,0,1,349,19,1,0,1,1,8.83,0
1,0,1,19,25,3,1,0,0,8.83,1
1,0,1,120,22,7,0,1,0,8.83,0
2,0,1,84,23,1,1,0,0,8.83,0
1,0,1,25,186,3,1,0,0,8.83,0
1,0,1,104,41,1,1,0,0,8.83,0
2,0,1,205,93,1,1,1,1,8.83,0
1,0,1,52,25,1,1,1,0,8.83,0
2,0,1,139,23,5,0,0,0,8.83,1
2,0,1,243,27,1,1,1,1,8.83,1
2,0,1,269,30,1,1,0,0,8.83,0
1,0,1,165,24,7,1,0,0,8.83,0
1,0,1,21,24,1,1,0,0,8.83,0
1,0,1,173,37,3,1,0,0,8.83,0
5,1,1,37,43,1,1,1,1,8.83,0
2,0,1,154,36,6,0,0,0,8.83,0
1,0,1,168,23,5,1,1,1,8.83,0
2,0,1,241,25,7,0,0,0,8.83,0
2,0,1,118,21,1,1,0,1,8.83,1
1,0,1,182,21,7,1,0,1,8.83,1
1,0,1,62,116,6,1,0,1,8.83,0
1,0,1,263,25,4,1,0,0,8.83,0
1,0,1,384,18,4,0,0,0,8.83,0
1,0,1,267,91,2,1,0,0,8.83,0
1,0,1,134,27,1,0,0,0,8.83,0
1,0,1,144,35,5,1,0,1,8.83,0
1,0,1,221,24,3,1,0,1,8.83,1
2,0,1,193,43,2,1,0,0,8.83,0
1,0,1,58,101,7,1,0,1,8.83,0
2,0,1,49,61,5,1,0,0,8.83,0
1,0,1,43,35,7,1,0,1,8.83,0
2,0,1,247,21,3,1,0,1,8.83,1
1,0,1,63,21,6,0,0,1,8.83,0
1,0,1,101,22,6,1,0,1,8.83,0
3,0,1,305,21,2,1,0,0,8.83,0
1,0,1,186,42,5,1,0,1,8.83,0
1,0,1,33,19,5,1,0,1,8.83,0
1,0,1,382,24,2,0,0,0,8.83,0
2,0,1,296,17,2,0,0,0,8.83,0
2,0,1,361,59,1,1,0,0,8.83,0
1,0,1,69,18,6,0,0,0,8.83,0
1,0,1,67,19,1,1,0,0,8.83,0
1,0,1,226,223,1,1,1,1,8.83,0
1,0,1,115,37,7,1,0,0,8.83,0
2,0,1,40,130,6,1,0,0,8.83,0
1,0,1,198,36,1,1,0,1,8.83,0
2,0,1,133,20,7,1,1,1,8.83,0
2,0,1,135,17,3,1,1,1,8.83,1
3,0,1,210,18,1,1,0,1,8.83,0
1,0,1,115,17,6,1,0,0,8.83,0
1,0,1,61,415,5,1,0,1,8.83,1
1,0,1,85,23,1,0,0,0,8.83,0
2,0,1,236,21,3,0,0,0,8.83,0
1,0,1,106,31,2,1,0,1,8.83,0
1,0,1,35,60,5,1,1,0,8.83,0
1,0,1,26,29,5,1,0,1,8.83,1
1,0,1,54,17,7,1,0,1,8.83,1
1,0,1,40,18,6,1,1,0,8.83,0
4,1,1,348,17,3,0,0,0,8.83,0
1,0,1,271,312,3,0,0,0,8.83,0
1,0,1,179,23,7,1,0,0,8.83,0
1,0,1,248,56,4,0,0,0,8.83,0
2,0,1,45,143,2,1,0,1,8.83,0
3,0,1,284,56,5,1,0,0,8.83,0
2,0,1,204,32,3,1,0,0,8.83,0
1,0,1,86,81,5,1,0,1,8.83,0
1,0,1,82,22,3,1,1,0,8.83,1
2,0,1,200,56,7,1,1,1,8.83,0
1,0,1,137,42,5,1,1,0,8.83,0
1,0,1,100,42,7,0,0,0,8.83,1
2,0,1,349,17,7,1,0,1,8.83,0
1,1,1,33,37,7,0,0,1,8.83,0
1,0,1,245,17,1,1,0,0,8.83,0
1,0,1,168,62,6,1,1,0,8.83,0
5,0,1,36,20,2,1,0,1,8.83,0
1,0,1,316,42,5,1,0,0,8.83,0
1,0,1,90,22,6,1,0,0,8.83,0
1,0,1,266,19,7,0,0,0,8.83,1
1,0,1,74,86,5,1,1,1,8.83,1
1,0,1,36,19,6,0,0,0,8.83,1
5,0,1,38,26,4,1,0,0,8.83,1
1,0,1,62,47,3,1,0,1,8.83,1
1,0,1,230,39,3,1,1,1,8.83,0
2,0,1,83,35,2,1,1,1,8.83,1
4,0,1,227,20,5,1,0,1,8.83,1
1,0,1,77,26,2,1,1,1,8.83,0
4,0,1,72,24,4,1,0,1,8.83,0
1,0,1,34,144,5,0,0,1,8.83,0
1,0,1,157,37,7,1,0,0,8.83,0
1,0,1,167,32,7,0,0,0,8.83,1
2,0,1,103,17,7,0,0,0,8.83,0
1,0,1,16,84,7,0,0,0,8.83,0
1,0,1,388,22,2,1,0,0,8.83,1
5,0,1,128,23,2,1,0,0,8.83,0
7,0,1,97,17,5,1,1,0,8.83,1
1,0,1,364,24,3,0,0,0,8.83,0
1,0,1,152,26,7,1,0,0,8.83,0
2,0,1,242,17,1,1,0,0,8.83,0
2,0,1,35,19,1,1,0,1,8.83,0
3,0,1,278,35,4,0,0,1,8.83,0
1,0,1,13,91,7,1,0,0,8.83,0
2,0,1,93,91,1,1,1,1,8.83,1
2,0,1,164,50,7,1,1,0,8.83,0
1,0,1,296,33,1,0,0,0,8.83,0
1,0,1,119,134,7,1,0,0,8.83,1
2,0,1,234,23,3,1,0,1,8.83,0
2,1,1,74,19,6,0,0,0,8.83,0
1,0,1,45,27,6,1,0,0,8.83,0
1,0,1,23,18,3,1,0,1,8.83,1
1,0,1,38,135,5,0,0,0,8.83,0
2,0,1,227,22,6,1,0,1,8.83,1
1,0,1,59,36,5,1,1,1,8.83,1
1,0,1,133,130,7,1,0,0,8.83,0
2,0,1,47,21,3,1,1,0,8.83,1
3,0,1,1,26,3,1,0,1,8.83,0
2,0,1,352,29,3,1,1,1,8.83,1
1,0,1,7,78,5,1,0,1,8.83,0
1,0,1,112,18,6,1,0,0,8.83,1
1,0,1,85,33,7,1,0,1,8.83,0
1,0,1,8,19,4,0,0,1,8.83,1
1,0,1,56,17,5,1,0,0,8.83,1
4,0,1,349,19,1,0,0,1,8.83,0
1,0,1,308,29,2,1,0,1,8.83,1
2,0,1,383,20,7,1,1,1,8.83,1
3,0,1,89,17,2,0,0,1,8.83,0
1,0,1,69,34,1,0,0,1,8.83,0
1,0,1,30,41,3,1,0,0,8.83,1
1,0,1,24,181,2,1,0,0,8.83,0
1,0,1,370,21,7,1,0,0,8.83,0
1,1,1,68,20,6,1,1,0,8.83,0
1,0,1,6,45,3,1,0,1,8.83,0
4,0,1,110,19,3,1,0,1,8.83,0
3,0,1,155,17,2,0,0,0,8.83,0
2,0,1,2,24,4,0,0,0,8.83,0
1,1,1,113,28,7,1,0,1,8.83,0
1,1,1,2,29,7,1,0,0,8.83,0
1,0,1,79,43,5,1,1,1,8.83,1
2,0,1,409,18,7,1,0,1,8.83,0
2,0,1,43,19,1,0,0,0,8.83,0
1,0,1,30,117,2,1,0,1,8.83,0
1,0,1,115,45,5,1,0,0,8.83,1
2,0,1,75,18,6,1,1,1,8.83,0
1,0,1,279,18,2,1,1,0,8.83,0
1,0,1,55,20,2,0,0,0,8.83,1
1,0,1,71,31,5,0,0,1,8.83,1
1,0,1,34,30,5,1,0,1,8.83,0
1,0,1,166,91,5,1,0,1,8.83,0
2,0,1,36,38,5,1,0,0,8.83,0
1,0,1,89,29,7,1,0,0,8.83,0
1,0,1,174,84,2,1,0,1,8.83,0
1,0,1,55,73,5,1,0,0,8.83,0
1,0,1,88,18,1,0,0,0,8.83,0
1,0,1,133,18,4,1,0,0,8.83,1
2,0,1,162,20,7,1,0,0,8.83,0
3,0,1,164,35,7,1,1,0,8.83,0
1,0,1,125,54,1,1,0,0,8.83,1
1,0,1,20,120,6,1,0,0,8.83,0
1,0,1,164,38,5,1,1,1,8.83,1
1,0,1,65,25,6,1,0,0,8.83,1
2,0,1,143,29,6,1,1,0,8.83,1
2,0,1,111,22,2,0,0,0,8.83,0
1,1,1,9,47,3,1,0,0,8.83,0
1,0,1,65,278,4,0,0,0,8.83,0
2,0,1,38,17,7,1,1,1,8.83,0
1,0,1,68,87,7,0,0,0,8.83,1
2,0,1,80,25,3,0,0,0,8.83,0
1,0,1,6,19,4,0,0,0,8.83,0
1,0,1,128,37,3,0,0,0,8.83,0
1,0,1,206,29,3,1,1,0,8.83,0
1,0,1,188,23,5,0,0,1,8.83,0
2,0,1,200,21,1,0,0,0,8.83,0
3,0,1,172,17,5,1,1,1,8.83,0
1,0,1,21,24,7,1,1,1,8.83,1
2,0,1,332,17,6,0,0,0,8.83,0
2,0,1,190,23,4,0,0,1,8.83,0
2,0,1,77,19,6,0,0,0,8.83,0
1,0,1,49,36,5,0,0,0,8.83,1
2,0,1,293,85,7,0,1,1,8.83,0
1,0,1,151,89,3,1,1,0,8.83,0
3,0,1,285,28,7,0,0,1,8.83,0
2,0,1,181,18,5,1,0,1,8.83,0
1,0,1,114,24,3,1,1,1,8.83,1
1,0,1,64,28,7,1,0,1,8.83,0
2,0,1,21,31,1,1,1,0,8.83,1
4,0,1,157,17,4,1,0,0,8.83,0
1,0,1,76,18,3,1,1,1,8.83,1
1,0,1,70,72,1,1,0,1,8.83,0
1,0,1,32,35,7,0,0,0,8.83,0
2,0,1,236,21,6,1,0,0,8.83,0
1,0,1,39,312,7,1,0,0,8.83,0
1,0,1,300,63,5,0,0,0,8.83,0
1,0,1,269,20,2,1,0,0,8.83,0
1,0,1,7,19,6,1,0,0,8.83,0
2,0,1,90,43,2,1,0,1,8.83,1
2,0,1,214,28,7,0,0,1,8.83,0
1,0,1,339,17,2,0,0,1,8.83,0
1,0,1,158,138,1,1,0,1,8.83,0
2,0,1,325,21,1,1,0,0,8.83,1
4,0,1,170,37,4,1,0,1,8.83,0
1,0,1,162,32,6,1,0,0,8.83,1
3,0,1,444,17,2,1,1,1,8.83,1
1,0,1,163,86,3,1,0,1,8.83,0
2,0,1,246,37,3,1,0,0,8.83,0
1,0,1,110,35,7,1,0,1,8.83,0
1,0,1,391,28,6,0,0,0,8.83,0
2,0,1,249,21,5,1,1,0,8.83,1
1,0,1,13,87,1,0,0,0,8.83,1
6,0,1,77,17,3,1,0,1,8.83,0
3,0,1,116,22,6,1,0,1,8.83,0
1,0,1,153,53,6,0,0,0,8.83,1
3,0,1,40,17,5,0,0,0,8.83,0
2,0,1,117,153,2,0,0,0,8.83,0
4,0,1,88,21,2,1,0,0,8.83,0
2,0,1,36,17,3,0,0,0,8.83,1
1,0,1,209,89,5,1,0,0,8.83,0
3,0,1,344,38,6,1,1,1,8.83,0
2,0,1,203,92,1,1,0,1,8.83,0
1,0,1,90,23,7,0,0,0,8.83,0
3,0,1,43,22,3,1,1,0,8.83,0
